,children,days_employed,dob_years,education_id,family_status_id,gender,income_type,debt,total_income,purpose,total_income_category,purpose_category
266,0,330174.4847063083,59,1,0,f,пенсионер,0,93391,недвижимость,C,операции с недвижимостью
267,0,333718.49112749967,68,0,0,f,пенсионер,0,161112,операции с коммерческой недвижимостью,C,операции с недвижимостью
268,2,2875.499547903885,29,0,4,m,сотрудник,0,266641,покупка жилья,B,операции с недвижимостью
269,2,146.00066306283634,37,1,0,f,сотрудник,1,80334,на покупку подержанного автомобиля,C,операции с автомобилем
270,3,1872.663186426345,0,1,0,f,сотрудник,0,102166,ремонт жилью,C,операции с недвижимостью
271,0,348537.5001330709,66,1,2,f,пенсионер,0,61441,автомобиль,C,операции с автомобилем
272,0,5538.96373102039,35,3,1,m,сотрудник,1,123814,заняться образованием,C,операции с недвижимостью
273,0,396814.1840801792,57,1,4,f,пенсионер,0,90523,заняться высшим образованием,C,операции с недвижимостью
274,2,1945.3766760759029,25,1,1,m,компаньон,0,330328,сыграть свадьбу,B,операции с недвижимостью
275,0,1481.2761428816516,44,1,0,f,сотрудник,0,47871,покупка коммерческой недвижимости,D,операции с недвижимостью
276,0,8631.590122353682,64,1,0,f,сотрудник,0,160814,ремонт жилью,C,операции с недвижимостью
277,1,2725.9705734796325,46,1,1,m,сотрудник,0,122263,сыграть свадьбу,C,операции с недвижимостью
278,1,1203.369528770489,23,1,1,f,сотрудник,1,145017,автомобиль,C,операции с автомобилем
279,0,1203.369528770489,44,1,1,f,сотрудник,0,145017,операции со своей недвижимостью,C,операции с недвижимостью
280,0,1203.369528770489,66,1,0,f,пенсионер,0,145017,операции с жильем,C,операции с недвижимостью
281,1,1912.6526781783864,44,1,0,m,компаньон,0,207375,ремонт жилью,B,операции с недвижимостью
282,2,4016.445178900168,33,1,0,m,сотрудник,0,231068,покупка жилья,B,операции с недвижимостью
283,0,384733.816032242,56,1,2,f,пенсионер,0,162416,на покупку своего автомобиля,C,операции с автомобилем
284,0,9488.078233698932,63,0,0,f,сотрудник,0,103078,автомобили,C,операции с автомобилем
285,0,877.6474187514337,50,1,0,m,компаньон,1,81863,заняться высшим образованием,C,операции с недвижимостью
286,0,9854.773564031651,45,1,0,f,сотрудник,0,104614,на покупку подержанного автомобиля,C,операции с автомобилем
287,0,1382.864823354735,47,1,0,m,сотрудник,1,143042,покупка своего жилья,C,операции с недвижимостью
288,0,1303.9577949784834,28,1,0,f,сотрудник,0,86117,строительство собственной недвижимости,C,операции с недвижимостью
289,1,710.680916165844,44,1,0,f,сотрудник,0,153439,ремонт жилью,C,операции с недвижимостью
290,0,1006.2400540838852,35,1,0,m,компаньон,0,160483,получение дополнительного образования,C,операции с недвижимостью
291,-1,4417.703587995504,46,1,1,f,сотрудник,0,102816,профильное образование,C,операции с недвижимостью
292,0,3675.617929176691,56,1,0,f,сотрудник,0,133383,недвижимость,C,операции с недвижимостью
293,0,360701.1265676916,65,1,0,f,пенсионер,0,169009,недвижимость,C,операции с недвижимостью
294,4,2220.384764836021,36,0,1,f,сотрудник,0,335024,свадьба,B,операции с недвижимостью
